1.119392054208557857e-10,-9.930543293646761275e-10,-1.211481097065983106e-09,-1.771708198879611076e-09,9.847169655443610591e-10,3.666980369877854459e-10,1.698529247194058497e-09,-2.151487790742168221e-09,1.393240626288345004e-09,1.572607334617046426e-09
2.163804583422470605e+05,-7.408297535394713050e+05,-6.731971553039532155e+05,1.065426835887424182e+06,-1.124691519425418228e+05,2.904176649448976968e+04,1.286101111095198430e+05,-1.546517747771824070e+05,4.852476580322680820e+04,1.931638979262409557e+05
-2.802895315710272189e+04,2.745861963724350062e+04,-5.568208209050243022e+05,-6.638037758673814824e+05,-4.421036901438742061e+05,-4.160615646564395865e+04,5.345795625450237276e+04,3.939703946238391218e+05,-8.395409355375474552e+05,2.097017361560989637e+06
7.398891421106033958e+05,1.997870959353322163e+06,-2.231915375877456740e+06,-1.499865498666523199e+05,4.881906342075549182e+05,5.528817986416861095e+04,-1.162617231725403253e+05,-6.541253967577625299e+05,2.124924851554672641e+05,-3.414423550167041831e+05
9.861268386290660128e+05,6.508485834698487306e+05,4.234034383737810422e+05,4.724649603653801023e+03,-2.790554651992170606e+06,1.885653534899597871e+05,2.010297929026743164e+06,-5.939656239249350037e+05,-3.383378520266289124e+05,-5.411086646493173903e+05
-3.860771418877295684e+06,1.333833350180405425e+06,-6.918506399460148532e+05,1.505537671277042245e+06,2.866010025313903461e+05,8.320269752023555338e+05,1.824641088525121100e+06,1.472186696442420129e+06,-1.913689785389542114e+06,-7.885149399458818370e+05
-1.957102009434335865e+06,1.619168631749109481e+05,-1.584171959125010530e+06,-4.863387002186786849e+05,-2.600607021792958491e+06,-1.959027321691295831e+06,-2.758506614067687187e+05,3.276697782058314420e+06,5.158042017204196192e+06,2.664410112316275481e+05
1.680771611719597830e+06,2.636326467916779220e+06,1.165068847062990535e+06,3.392364894752659835e+06,-3.537241276656427886e+06,1.253141664167870767e+06,-6.604566416006010026e+06,3.452577839817967266e+06,-2.576812372032047249e+06,-8.616312607433816884e+05
4.860465209200337529e+06,-2.962971584036782151e+05,-3.904835172251940239e+05,3.623023840280513978e+05,2.887044665507922880e+06,-1.011310807845727727e+07,3.222876643690743018e+06,6.479684811448380351e+06,-4.428059161670571193e+06,-2.584425798118712381e+06
-3.859528626580643933e+06,5.742611567061689682e+06,4.873596168657545932e+06,6.167414499118450098e+06,-4.035733806308783824e+05,-9.404050614698503166e+06,-1.466248924040637678e+06,-7.827681875987933017e+06,1.300796016775855562e+06,4.876665170325053856e+06
